region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 1,7,38,Unmarried,4,70.00,College degree,4,No,Male,1,Yes,Yes,Yes,Yes,3.85,19.25,38.35,7.00,17.70,26.65,127.50,250.30,40.00,129.55,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4.25,Total service,Yes
Zone 3,70,59,Unmarried,27,85.00,Did not complete high school,19,No,Female,1,Yes,No,Yes,No,38.90,62.50,0.00,62.00,0.00,"2,711.00","4,387.30",0.00,"4,220.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.44,Plus service,No
Zone 2,20,48,Married,21,45.00,Some college,2,No,Female,2,Yes,No,Yes,Yes,10.70,33.00,0.00,27.50,29.40,192.15,645.65,0.00,480.00,528.30,Yes,Yes,No,No,Yes,Yes,Yes,No,3.81,Plus service,Yes
Zone 3,54,32,Married,12,27.00,Did not complete high school,9,No,Male,2,No,No,Yes,No,33.95,0.00,0.00,24.25,0.00,"1,801.30",0.00,0.00,"1,300.00",0.00,Yes,No,No,No,No,No,No,No,3.30,E-service,No
Zone 3,36,48,Unmarried,28,29.00,Did not complete high school,2,No,Male,1,No,No,No,No,6.00,0.00,0.00,0.00,0.00,222.80,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.37,Basic service,No
Zone 3,71,53,Married,29,48.00,College degree,0,No,Female,2,Yes,No,Yes,No,34.95,28.75,0.00,36.00,0.00,"2,506.05","2,074.75",0.00,"2,560.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,3.87,Plus service,No
Zone 1,17,41,Unmarried,4,32.00,High school degree,3,No,Male,1,Yes,No,Yes,No,12.60,9.50,0.00,6.75,0.00,208.00,168.00,0.00,100.00,0.00,No,No,No,No,No,Yes,No,No,3.47,Plus service,No
Zone 1,18,45,Married,17,43.00,Did not complete high school,9,No,Male,3,Yes,No,Yes,No,4.45,17.00,0.00,13.75,0.00,78.65,287.30,0.00,245.00,0.00,No,No,No,No,Yes,Yes,No,No,3.76,Plus service,No
Zone 1,16,27,Unmarried,8,16.00,Post-undergraduate degree,0,No,Female,1,Yes,Yes,Yes,Yes,5.45,17.75,44.85,13.50,33.90,102.75,282.20,675.65,235.00,524.20,No,No,Yes,No,Yes,Yes,Yes,Yes,2.77,Total service,Yes
Zone 3,38,30,Married,6,22.00,High school degree,3,No,Female,2,No,No,Yes,No,5.60,0.00,0.00,12.25,0.00,215.05,0.00,0.00,455.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.09,E-service,No
Zone 1,52,45,Married,19,40.00,Some college,9,No,Female,3,No,Yes,Yes,Yes,8.45,0.00,34.35,14.50,34.10,512.65,0.00,"1,793.90",705.00,"1,740.70",Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.69,Total service,No
Zone 1,46,48,Married,12,256.00,Some college,25,No,Male,6,Yes,Yes,Yes,Yes,13.80,31.75,43.65,18.75,66.00,612.55,"1,449.00","1,961.75",835.00,"3,064.75",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.55,Total service,No
Zone 2,31,46,Unmarried,23,144.00,College degree,13,No,Male,1,Yes,No,Yes,No,7.60,15.25,0.00,9.75,0.00,271.55,501.15,0.00,290.00,0.00,No,No,No,Yes,Yes,Yes,No,Yes,4.97,Plus service,No
Zone 2,23,31,Unmarried,10,45.00,College degree,0,No,Male,2,Yes,No,No,No,5.00,11.75,0.00,0.00,0.00,119.50,275.05,0.00,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.81,E-service,No
Zone 2,38,56,Married,34,34.00,High school degree,0,No,Female,3,No,No,No,Yes,7.80,0.00,0.00,0.00,24.65,272.75,0.00,0.00,0.00,888.45,Yes,No,No,Yes,Yes,Yes,Yes,No,3.53,Plus service,No
Zone 2,50,54,Unmarried,15,248.00,Some college,28,No,Female,1,Yes,No,Yes,Yes,11.05,17.25,0.00,5.50,29.15,497.90,833.85,0.00,270.00,"1,453.85",Yes,No,No,No,Yes,Yes,No,No,5.51,Plus service,No
Zone 2,16,49,Unmarried,17,41.00,High school degree,5,No,Male,1,Yes,Yes,No,Yes,4.10,14.00,39.15,0.00,31.80,62.45,260.05,620.00,0.00,521.35,No,Yes,Yes,Yes,No,Yes,No,No,3.71,Total service,No
Zone 2,14,34,Married,4,27.00,College degree,1,No,Female,2,Yes,Yes,Yes,Yes,6.05,23.50,36.25,20.50,37.85,90.20,313.80,454.45,260.00,474.00,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3.30,Total service,No
Zone 2,30,52,Unmarried,23,17.00,Some college,3,No,Female,1,No,Yes,Yes,No,10.30,0.00,37.60,15.25,0.00,367.40,0.00,"1,106.40",420.00,0.00,Yes,No,No,Yes,No,No,No,No,2.83,E-service,Yes
Zone 3,22,47,Married,0,44.00,College degree,11,No,Female,3,Yes,Yes,Yes,Yes,9.00,21.25,50.75,57.25,57.00,194.55,466.90,"1,053.10","1,220.00","1,264.05",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.78,Total service,Yes
Zone 1,38,55,Married,12,135.00,High school degree,24,No,Male,4,Yes,No,Yes,No,12.15,31.75,0.00,16.25,0.00,467.75,"1,167.65",0.00,595.00,0.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.91,Total service,No
Zone 3,59,26,Married,3,41.00,College degree,1,No,Female,3,No,Yes,Yes,Yes,12.65,0.00,35.10,46.75,29.15,804.00,0.00,"2,099.25","2,710.00","1,707.10",Yes,No,No,Yes,No,No,No,No,3.71,E-service,Yes
Zone 2,54,55,Unmarried,1,587.00,Some college,33,No,Male,1,No,No,No,No,13.00,0.00,0.00,0.00,0.00,650.85,0.00,0.00,0.00,0.00,No,Yes,No,No,Yes,Yes,Yes,No,6.38,Plus service,No
Zone 3,9,40,Unmarried,13,38.00,College degree,7,No,Female,1,Yes,Yes,Yes,Yes,3.35,21.00,42.40,17.50,59.55,37.70,179.80,329.05,125.00,482.10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.64,Total service,Yes
Zone 1,67,67,Married,38,49.00,High school degree,10,No,Female,2,No,Yes,Yes,No,14.30,0.00,29.25,25.25,0.00,924.55,0.00,"1,963.25","1,675.00",0.00,Yes,No,No,Yes,No,No,No,Yes,3.89,E-service,No
Zone 2,24,44,Unmarried,19,33.00,Some college,0,No,Female,2,No,Yes,No,No,4.65,0.00,26.65,0.00,0.00,100.95,0.00,568.20,0.00,0.00,No,No,No,No,No,No,Yes,Yes,3.50,Basic service,No
Zone 2,12,55,Married,13,36.00,Did not complete high school,5,No,Female,2,No,Yes,No,No,5.95,0.00,26.55,0.00,0.00,73.35,0.00,300.75,0.00,0.00,Yes,No,No,Yes,No,No,No,No,3.58,E-service,Yes
Zone 1,26,47,Unmarried,13,54.00,Some college,0,No,Male,1,Yes,Yes,Yes,Yes,7.10,16.00,38.50,18.00,23.50,205.40,484.90,946.85,435.00,547.75,Yes,Yes,No,Yes,No,No,Yes,Yes,3.99,E-service,No
Zone 2,3,32,Unmarried,4,58.00,High school degree,11,No,Male,4,Yes,Yes,Yes,Yes,2.75,15.75,29.50,9.25,28.55,5.70,49.65,50.50,15.00,67.70,Yes,Yes,Yes,No,No,Yes,No,Yes,4.06,Total service,Yes
Zone 2,20,46,Unmarried,2,23.00,Post-undergraduate degree,4,No,Female,2,No,No,No,No,4.75,0.00,0.00,0.00,0.00,82.30,0.00,0.00,0.00,0.00,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3.14,Total service,No
Zone 3,5,52,Married,0,97.00,Post-undergraduate degree,9,No,Male,2,Yes,Yes,Yes,Yes,3.10,16.50,35.25,25.50,40.30,12.90,83.00,127.35,115.00,162.75,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4.57,Total service,Yes
Zone 3,58,53,Unmarried,19,207.00,Some college,12,No,Female,1,Yes,Yes,Yes,Yes,7.30,29.50,51.20,22.00,62.80,447.15,"1,653.90","2,986.65","1,250.00","3,613.30",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.33,Total service,Yes
Zone 1,54,28,Married,2,21.00,Some college,3,No,Male,4,No,No,Yes,No,10.40,0.00,0.00,25.75,0.00,567.55,0.00,0.00,"1,395.00",0.00,No,No,No,No,No,No,No,No,3.04,Basic service,No
Zone 2,52,39,Unmarried,6,119.00,Some college,18,No,Female,1,Yes,No,Yes,No,10.50,25.00,0.00,8.25,0.00,556.50,"1,280.90",0.00,450.00,0.00,No,No,Yes,No,No,No,No,Yes,4.78,Basic service,No
Zone 2,38,30,Married,10,25.00,Did not complete high school,5,No,Female,4,No,No,Yes,No,3.95,0.00,0.00,12.00,0.00,179.75,0.00,0.00,430.00,0.00,No,No,No,No,No,No,No,No,3.22,Basic service,No
Zone 2,19,46,Unmarried,5,59.00,Some college,17,No,Male,1,Yes,No,No,No,5.60,9.00,0.00,0.00,0.00,97.25,191.25,0.00,0.00,0.00,No,No,No,No,No,No,Yes,No,4.08,Basic service,No
Zone 2,22,33,Married,2,24.00,Did not complete high school,3,No,Male,4,No,No,No,No,7.10,0.00,0.00,0.00,0.00,153.40,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,3.18,Basic service,No
Zone 1,49,35,Married,15,113.00,College degree,4,No,Male,5,No,No,No,No,16.10,0.00,0.00,0.00,0.00,818.45,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,Yes,4.73,E-service,No
Zone 3,5,39,Unmarried,0,22.00,Did not complete high school,0,No,Female,2,Yes,No,Yes,No,4.70,19.00,0.00,9.25,0.00,32.95,106.85,0.00,30.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.09,Plus service,No
Zone 2,18,69,Unmarried,28,11.00,Did not complete high school,17,Yes,Male,1,No,No,No,No,3.85,0.00,0.00,0.00,0.00,62.75,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,2.40,Basic service,No
Zone 3,43,29,Unmarried,4,33.00,Did not complete high school,13,No,Female,4,Yes,No,Yes,Yes,22.05,18.75,0.00,7.50,24.95,"1,042.95",830.75,0.00,345.00,"1,124.25",Yes,No,No,No,Yes,Yes,Yes,No,3.50,Plus service,No
Zone 3,17,50,Unmarried,2,205.00,Post-undergraduate degree,19,No,Male,1,Yes,Yes,No,Yes,6.95,21.25,37.95,0.00,36.65,121.45,371.20,523.75,0.00,620.30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.32,Total service,Yes
Zone 2,37,33,Unmarried,4,41.00,Some college,8,No,Female,3,No,Yes,No,No,9.20,0.00,30.45,0.00,0.00,347.10,0.00,"1,158.90",0.00,0.00,Yes,No,No,No,No,No,No,Yes,3.71,E-service,Yes
Zone 2,8,39,Unmarried,0,39.00,Did not complete high school,7,No,Female,1,Yes,No,No,No,3.15,10.75,0.00,0.00,0.00,29.05,83.55,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.66,Basic service,No
Zone 2,51,46,Married,8,107.00,High school degree,21,No,Female,6,Yes,No,Yes,Yes,17.30,25.75,0.00,23.00,37.40,840.00,"1,396.75",0.00,"1,155.00","1,832.25",Yes,No,Yes,No,Yes,Yes,Yes,No,4.67,Plus service,No
Zone 1,71,55,Married,11,198.00,Did not complete high school,31,No,Female,3,Yes,No,Yes,No,17.80,44.25,0.00,32.00,0.00,"1,218.00","3,058.50",0.00,"2,305.00",0.00,Yes,Yes,No,No,Yes,Yes,Yes,No,5.29,Plus service,No
Zone 1,56,53,Married,23,100.00,Post-undergraduate degree,14,No,Female,2,No,Yes,Yes,No,14.15,0.00,34.20,9.50,0.00,752.90,0.00,"1,988.65",560.00,0.00,Yes,Yes,No,Yes,No,No,No,Yes,4.61,E-service,No
Zone 3,70,68,Unmarried,21,"1,131.00",High school degree,45,No,Male,1,Yes,No,Yes,Yes,14.85,57.50,0.00,15.00,39.50,"1,104.40","3,926.65",0.00,990.00,"2,798.25",Yes,No,Yes,No,Yes,Yes,Yes,No,7.03,Plus service,No
Zone 1,62,53,Unmarried,14,360.00,Some college,26,No,Female,2,Yes,No,Yes,No,31.90,53.25,0.00,16.50,0.00,"1,892.85","3,232.05",0.00,890.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,5.89,Plus service,No
Zone 1,50,52,Married,22,162.00,High school degree,27,No,Female,2,Yes,Yes,Yes,Yes,12.85,24.25,49.20,14.25,42.85,599.05,"1,238.20","2,498.35",725.00,"2,032.30",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.09,Total service,No
Zone 3,1,31,Unmarried,3,29.00,Post-undergraduate degree,2,No,Female,3,No,Yes,No,No,1.45,0.00,25.25,0.00,0.00,1.45,0.00,25.25,0.00,0.00,No,No,No,Yes,No,No,No,Yes,3.37,Basic service,Yes
Zone 3,15,26,Unmarried,1,38.00,College degree,1,No,Male,2,No,Yes,No,No,7.40,0.00,35.40,0.00,0.00,91.70,0.00,483.50,0.00,0.00,Yes,Yes,No,Yes,No,Yes,No,Yes,3.64,Total service,Yes
Zone 3,72,55,Married,24,82.00,Some college,25,No,Female,2,No,Yes,Yes,No,62.30,0.00,35.65,65.25,0.00,"4,333.00",0.00,"2,477.10","4,915.00",0.00,Yes,No,No,No,Yes,No,No,Yes,4.41,E-service,No
Zone 2,69,47,Married,10,159.00,High school degree,24,No,Male,4,No,No,Yes,No,25.20,0.00,0.00,36.25,0.00,"1,714.70",0.00,0.00,"2,470.00",0.00,No,No,No,No,No,Yes,No,No,5.07,Plus service,Yes
Zone 2,32,44,Unmarried,10,201.00,High school degree,24,No,Male,1,Yes,No,Yes,No,7.65,28.00,0.00,18.50,0.00,237.85,895.05,0.00,595.00,0.00,No,No,Yes,No,Yes,Yes,Yes,No,5.30,Plus service,No
Zone 1,19,25,Married,6,27.00,College degree,0,No,Female,2,Yes,No,Yes,No,9.55,20.50,0.00,34.75,0.00,172.55,398.95,0.00,620.00,0.00,No,Yes,No,No,Yes,Yes,Yes,No,3.30,Plus service,Yes
Zone 2,42,54,Unmarried,19,57.00,Some college,10,No,Female,1,No,Yes,Yes,Yes,8.70,0.00,47.15,11.75,47.50,356.45,0.00,"1,872.70",415.00,"1,932.35",Yes,Yes,No,Yes,No,No,Yes,Yes,4.04,Total service,No
Zone 3,51,49,Unmarried,29,45.00,Did not complete high school,16,No,Male,1,No,No,Yes,No,15.70,0.00,0.00,8.50,0.00,815.05,0.00,0.00,400.00,0.00,No,No,No,No,Yes,No,No,No,3.81,Basic service,No
Zone 2,32,22,Married,2,17.00,High school degree,2,No,Female,4,Yes,No,Yes,No,4.80,28.00,0.00,19.00,0.00,157.25,952.90,0.00,600.00,0.00,No,Yes,No,No,Yes,Yes,Yes,No,2.83,Plus service,Yes
Zone 3,26,55,Married,13,61.00,Did not complete high school,26,No,Male,2,Yes,No,Yes,No,4.25,29.00,0.00,12.00,0.00,102.45,729.15,0.00,300.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.11,Plus service,No
Zone 2,39,44,Married,14,418.00,College degree,18,No,Male,2,Yes,No,Yes,No,7.05,27.50,0.00,17.50,0.00,269.00,"1,046.20",0.00,640.00,0.00,No,Yes,Yes,No,Yes,Yes,Yes,No,6.04,Total service,No
Zone 2,72,53,Unmarried,12,152.00,High school degree,32,No,Female,1,Yes,No,Yes,Yes,43.25,50.50,0.00,19.25,44.90,"3,115.00","3,669.00",0.00,"1,315.00","3,120.35",Yes,No,Yes,Yes,Yes,Yes,No,No,5.02,Total service,No
Zone 2,4,39,Unmarried,11,38.00,College degree,1,No,Male,2,Yes,No,Yes,Yes,2.80,22.75,0.00,13.75,30.20,9.35,103.45,0.00,40.00,76.90,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3.64,Total service,Yes
Zone 2,54,50,Married,5,151.00,College degree,20,No,Male,3,Yes,No,Yes,Yes,21.95,40.25,0.00,25.75,21.80,"1,248.25","2,030.20",0.00,"1,355.00","1,121.05",Yes,No,No,No,Yes,Yes,Yes,No,5.02,Plus service,No
Zone 1,34,40,Married,21,23.00,College degree,9,No,Female,3,Yes,Yes,Yes,Yes,5.95,25.75,45.40,16.75,37.70,207.70,805.85,"1,498.85",540.00,"1,257.70",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.14,Total service,No
Zone 1,20,25,Married,4,33.00,College degree,0,No,Female,3,Yes,No,Yes,Yes,4.55,16.00,0.00,19.25,27.05,115.65,288.75,0.00,365.00,511.25,No,No,No,Yes,No,Yes,No,Yes,3.50,Basic service,No
Zone 3,14,49,Unmarried,4,26.00,Did not complete high school,8,No,Male,1,No,No,Yes,No,6.50,0.00,0.00,14.50,0.00,86.70,0.00,0.00,180.00,0.00,No,No,No,No,No,No,No,No,3.26,Basic service,No
Zone 1,61,59,Unmarried,26,89.00,Did not complete high school,40,Yes,Female,1,Yes,No,Yes,No,17.35,35.00,0.00,29.25,0.00,988.80,"2,166.80",0.00,"1,805.00",0.00,No,No,No,No,Yes,No,Yes,No,4.49,Plus service,No
Zone 2,4,24,Unmarried,2,25.00,College degree,0,No,Male,1,No,No,Yes,No,3.75,0.00,0.00,15.75,0.00,12.40,0.00,0.00,35.00,0.00,No,Yes,No,Yes,Yes,No,No,No,3.22,Basic service,Yes
Zone 3,16,48,Unmarried,25,59.00,High school degree,13,No,Male,2,Yes,No,Yes,No,7.85,20.25,0.00,14.00,0.00,104.90,349.40,0.00,180.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.08,Plus service,Yes
Zone 1,13,41,Unmarried,9,55.00,High school degree,12,No,Female,3,No,No,No,No,4.85,0.00,0.00,0.00,0.00,55.65,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,4.01,Basic service,No
Zone 2,53,37,Married,18,25.00,Some college,6,No,Female,2,No,Yes,Yes,No,9.95,0.00,28.65,23.50,0.00,558.15,0.00,"1,533.10","1,170.00",0.00,Yes,No,No,Yes,No,No,No,Yes,3.22,E-service,Yes
Zone 2,58,36,Married,13,39.00,High school degree,8,No,Female,7,Yes,No,Yes,Yes,16.40,38.25,0.00,55.50,57.05,933.10,"2,355.40",0.00,"3,145.00","3,247.95",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.66,Total service,Yes
Zone 2,25,38,Married,19,56.00,Did not complete high school,19,No,Female,2,No,Yes,Yes,Yes,10.55,0.00,31.95,32.75,23.65,290.25,0.00,732.95,770.00,578.45,No,Yes,No,No,No,No,Yes,No,4.03,Plus service,No
Zone 1,71,61,Married,19,155.00,Some college,30,No,Male,2,Yes,No,Yes,No,23.90,27.50,0.00,15.00,0.00,"1,684.05","1,935.15",0.00,"1,030.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,5.04,Plus service,No
Zone 1,22,33,Married,13,119.00,Post-undergraduate degree,0,No,Female,4,Yes,Yes,No,Yes,4.30,23.25,51.60,0.00,60.35,88.50,520.45,"1,013.30",0.00,"1,230.70",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.78,Total service,Yes
Zone 1,46,48,Married,15,64.00,Some college,20,No,Male,2,Yes,Yes,Yes,Yes,10.20,26.50,40.20,11.50,23.20,393.55,"1,316.70","1,832.00",510.00,948.75,No,No,No,No,Yes,Yes,Yes,Yes,4.16,Plus service,No
Zone 3,66,50,Married,2,333.00,Post-undergraduate degree,24,No,Male,2,No,No,Yes,No,10.30,0.00,0.00,14.25,0.00,659.55,0.00,0.00,975.00,0.00,Yes,No,Yes,Yes,No,No,No,No,5.81,E-service,No
Zone 1,69,58,Married,29,26.00,High school degree,7,No,Female,3,Yes,Yes,Yes,Yes,32.65,33.00,54.00,29.25,50.65,"2,321.80","2,378.20","3,649.60","2,055.00","3,475.45",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.26,Total service,No
Zone 2,38,49,Married,3,33.00,College degree,11,No,Male,4,No,Yes,No,Yes,6.85,0.00,42.10,0.00,25.15,285.55,0.00,"1,642.15",0.00,954.00,Yes,No,No,Yes,Yes,No,Yes,Yes,3.50,E-service,No
Zone 3,16,35,Unmarried,7,46.00,Some college,3,No,Male,1,No,Yes,No,No,5.10,0.00,27.15,0.00,0.00,74.10,0.00,434.15,0.00,0.00,No,No,No,No,No,No,No,Yes,3.83,Basic service,No
Zone 3,44,39,Married,8,41.00,High school degree,8,No,Male,4,Yes,No,Yes,No,7.55,16.25,0.00,10.25,0.00,353.30,638.25,0.00,490.00,0.00,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.71,Total service,No
Zone 1,50,50,Unmarried,24,31.00,Did not complete high school,8,No,Male,1,No,No,Yes,No,11.95,0.00,0.00,28.25,0.00,540.50,0.00,0.00,"1,355.00",0.00,No,No,No,No,No,Yes,Yes,No,3.43,Plus service,No
Zone 3,10,23,Unmarried,1,29.00,College degree,0,No,Female,1,Yes,Yes,Yes,Yes,4.95,32.00,53.25,35.75,50.45,62.10,323.80,420.55,285.00,416.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.37,Total service,No
Zone 2,7,41,Unmarried,6,94.00,High school degree,16,No,Male,1,Yes,Yes,Yes,Yes,3.85,28.00,37.65,9.00,41.40,27.95,218.90,256.30,65.00,237.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.54,Total service,No
Zone 3,71,48,Unmarried,25,288.00,Some college,19,No,Male,1,No,No,Yes,No,30.90,0.00,0.00,19.75,0.00,"2,123.60",0.00,0.00,"1,305.00",0.00,No,No,No,No,No,Yes,No,No,5.66,Basic service,No
Zone 3,16,39,Married,5,31.00,Did not complete high school,4,No,Female,5,No,No,No,No,5.00,0.00,0.00,0.00,0.00,69.60,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.43,Basic service,No
Zone 3,6,20,Unmarried,0,25.00,High school degree,0,No,Female,2,Yes,No,Yes,No,1.90,20.75,0.00,15.50,0.00,19.30,114.40,0.00,95.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.22,Plus service,No
Zone 2,46,55,Unmarried,24,269.00,High school degree,35,No,Male,1,Yes,No,Yes,No,10.10,39.00,0.00,18.00,0.00,449.70,"1,829.75",0.00,775.00,0.00,No,No,Yes,No,Yes,Yes,Yes,No,5.59,Plus service,No
Zone 3,51,49,Married,13,203.00,Some college,27,No,Male,4,Yes,No,Yes,No,17.60,22.00,0.00,21.75,0.00,961.90,"1,125.25",0.00,"1,075.00",0.00,No,Yes,No,No,Yes,Yes,Yes,No,5.31,Plus service,No
Zone 3,5,34,Unmarried,12,22.00,High school degree,2,No,Male,2,Yes,Yes,No,Yes,3.60,12.50,28.50,0.00,19.30,16.10,46.70,143.65,0.00,86.15,No,Yes,No,No,Yes,Yes,No,Yes,3.09,Basic service,Yes
Zone 2,49,54,Married,23,25.00,High school degree,1,No,Female,4,No,No,Yes,No,14.65,0.00,0.00,41.25,0.00,719.50,0.00,0.00,"1,980.00",0.00,No,No,No,No,No,No,No,No,3.22,Basic service,No
Zone 3,49,51,Married,14,222.00,Post-undergraduate degree,16,No,Male,2,No,No,No,No,12.25,0.00,0.00,0.00,0.00,575.60,0.00,0.00,0.00,0.00,Yes,No,No,Yes,Yes,No,No,Yes,5.40,E-service,No
Zone 1,26,30,Married,4,76.00,Some college,7,No,Male,2,No,Yes,No,No,9.45,0.00,29.20,0.00,0.00,214.70,0.00,697.05,0.00,0.00,No,No,Yes,No,No,No,No,Yes,4.33,Basic service,No
Zone 3,22,39,Unmarried,4,55.00,High school degree,17,No,Female,1,Yes,No,Yes,Yes,5.40,38.75,0.00,17.75,50.20,81.55,908.35,0.00,290.00,"1,147.40",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.01,Total service,Yes
Zone 3,51,45,Married,4,46.00,Some college,6,No,Male,2,Yes,Yes,Yes,Yes,20.70,34.75,48.65,32.25,48.65,"1,082.40","1,711.75","2,496.35","1,600.00","2,353.35",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.83,Total service,No
Zone 1,19,27,Married,7,56.00,College degree,1,No,Male,4,No,Yes,Yes,Yes,4.75,0.00,46.30,21.75,37.70,97.85,0.00,804.35,445.00,692.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.03,Total service,Yes
Zone 1,9,36,Unmarried,1,79.00,Some college,11,No,Female,5,Yes,Yes,Yes,Yes,5.80,27.75,33.75,30.75,25.90,44.55,246.00,246.85,230.00,186.80,No,Yes,No,No,Yes,Yes,Yes,No,4.37,Plus service,Yes
Zone 3,15,25,Married,0,51.00,Some college,2,No,Female,2,No,No,No,No,3.15,0.00,0.00,0.00,0.00,45.35,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.93,Basic service,No
Zone 2,57,63,Unmarried,19,61.00,Did not complete high school,27,No,Male,1,Yes,No,Yes,No,12.70,38.25,0.00,33.75,0.00,767.75,"2,239.70",0.00,"1,880.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.11,Plus service,No
Zone 3,48,45,Unmarried,15,41.00,Did not complete high school,10,No,Female,2,No,No,No,No,10.20,0.00,0.00,0.00,0.00,445.70,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.71,Basic service,No
Zone 2,9,53,Married,20,50.00,High school degree,13,No,Female,2,No,Yes,No,No,3.10,0.00,21.35,0.00,0.00,22.00,0.00,196.15,0.00,0.00,No,No,No,No,No,No,No,Yes,3.91,Basic service,Yes
Zone 1,61,52,Unmarried,21,82.00,Did not complete high school,18,No,Male,1,No,No,Yes,No,12.10,0.00,0.00,15.75,0.00,751.75,0.00,0.00,910.00,0.00,No,No,No,No,No,Yes,Yes,No,4.41,Plus service,No
Zone 3,72,53,Unmarried,34,108.00,Did not complete high school,23,No,Male,1,Yes,No,Yes,Yes,32.55,35.50,0.00,14.75,40.75,"2,361.35","2,535.40",0.00,"1,060.00","2,886.05",Yes,No,No,No,Yes,Yes,Yes,No,4.68,Plus service,No
Zone 3,57,60,Unmarried,20,14.00,High school degree,27,Yes,Female,1,Yes,No,Yes,No,16.10,14.00,0.00,11.75,0.00,938.65,822.35,0.00,630.00,0.00,No,No,No,No,Yes,Yes,Yes,No,2.64,Plus service,No
Zone 2,57,51,Unmarried,10,46.00,Did not complete high school,13,No,Male,1,No,No,Yes,No,15.10,0.00,0.00,7.50,0.00,901.05,0.00,0.00,395.00,0.00,Yes,No,No,Yes,No,No,Yes,No,3.83,E-service,No
Zone 1,37,60,Married,0,46.00,Did not complete high school,20,No,Male,3,Yes,No,Yes,No,8.80,37.75,0.00,22.00,0.00,293.65,"1,377.85",0.00,785.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.83,Plus service,No
Zone 3,45,51,Unmarried,13,146.00,College degree,16,No,Male,2,No,No,Yes,No,20.25,0.00,0.00,37.75,0.00,869.75,0.00,0.00,"1,640.00",0.00,No,No,No,No,No,No,No,Yes,4.98,Basic service,No
Zone 3,45,39,Married,15,36.00,Did not complete high school,11,No,Female,5,No,No,Yes,No,15.20,0.00,0.00,14.25,0.00,736.75,0.00,0.00,615.00,0.00,No,No,No,Yes,No,No,No,No,3.58,Basic service,No
Zone 2,55,44,Unmarried,24,83.00,Did not complete high school,23,No,Female,1,Yes,No,Yes,No,17.35,24.50,0.00,14.25,0.00,973.10,"1,343.50",0.00,720.00,0.00,No,No,No,No,No,Yes,Yes,No,4.42,Plus service,No
Zone 2,24,27,Unmarried,2,17.00,Some college,3,No,Male,5,Yes,No,No,No,5.20,18.50,0.00,0.00,0.00,89.00,462.25,0.00,0.00,0.00,Yes,Yes,No,No,Yes,No,No,No,2.83,E-service,Yes
